Bath,Bed,Fireplaces,LotArea,SalePrice,SaleType,Sq. Ft.,Stories,YearBuilt
2.0,3.0,0.0,1788.0,130000.0,WD,9764,1Story,1967.0
1.5,3.0,0.0,2134.0,140000.0,WD,13825,SLvl,1958.0
1.0,3.0,0.0,2080.0,133700.0,WD,7560,1Story,1959.0
1.0,2.0,1.0,2024.0,118400.0,WD,8263,1Story,1920.0
2.0,3.0,0.0,3104.0,212900.0,New,10084,1Story,2005.0
1.0,3.0,0.0,1632.0,112000.0,COD,8926,1Story,1956.0
1.5,2.0,0.0,1396.0,118000.0,WD,9405,1Story,1947.0
2.5,3.0,1.0,1866.0,163900.0,WD,9125,SLvl,1992.0
1.0,2.0,1.0,2010.0,115000.0,WD,10434,1Story,1955.0
2.0,2.0,1.0,2928.0,174000.0,WD,3684,1Story,2007.0
3.0,3.0,1.0,3060.0,259000.0,WD,14572,1Story,2004.0
2.5,4.0,1.0,2806.0,215000.0,WD,11796,2Story,2004.0
2.0,2.0,0.0,1872.0,140000.0,WD,7200,SFoyer,1980.0
3.0,4.0,2.0,3103.0,135000.0,WD,7804,1.5Fin,1928.0
1.0,3.0,0.0,1948.0,93500.0,Oth,10712,1Story,1991.0
2.0,5.0,0.0,3218.0,117500.0,WD,9900,2Story,1880.0
2.5,3.0,1.0,3148.0,239500.0,WD,9828,2Story,1995.0
2.5,3.0,1.0,2516.0,169000.0,WD,8773,2Story,1997.0
1.0,2.0,1.0,1946.0,102000.0,WD,6180,1Story,1926.0
1.0,3.0,0.0,2284.0,119000.0,WD,9600,1.5Fin,1950.0
1.0,2.0,0.0,1800.0,94000.0,WD,6342,1.5Fin,1875.0
3.0,2.0,2.0,3134.0,196000.0,WD,9819,1Story,1977.0
1.0,3.0,1.0,2082.0,144000.0,WD,8731,1Story,1920.0
2.0,2.0,0.0,1904.0,139000.0,COD,7350,1Story,1951.0
3.5,4.0,1.0,2648.0,197500.0,WD,10304,2Story,1976.0
4.0,4.0,1.0,4294.0,424870.0,New,9965,2Story,2006.0
1.0,3.0,0.0,2012.0,80000.0,WD,9000,1Story,1959.0
2.0,2.0,0.0,1596.0,80000.0,WD,12180,1.5Fin,1941.0
1.0,3.0,1.0,2618.0,149000.0,WD,6240,1.5Fin,1928.0
3.0,3.0,1.0,2596.0,180000.0,WD,11200,1Story,1985.0
1.5,3.0,1.0,2268.0,174500.0,WD,12000,2Story,1941.0
1.0,2.0,1.0,1683.0,116900.0,WD,5700,1.5Fin,1926.0
1.5,3.0,0.0,2132.0,143000.0,WD,9000,2Story,1920.0
1.0,2.0,1.0,1864.0,124000.0,WD,8280,1Story,1950.0
1.5,3.0,2.0,2932.0,149900.0,WD,17755,1Story,1959.0
1.0,2.0,1.0,2884.0,230000.0,WD,14115,1Story,1956.0
1.0,2.0,0.0,1632.0,120500.0,WD,5890,1Story,1930.0
2.0,4.0,2.0,2684.0,201800.0,WD,13700,2Story,1965.0
3.0,3.0,1.0,2874.0,218000.0,WD,10768,1Story,1976.0
2.5,3.0,1.0,2484.0,179900.0,WD,9350,SLvl,1965.0
3.0,2.0,1.0,2628.0,230000.0,WD,5001,1Story,2007.0
2.0,3.0,0.0,3160.0,235128.0,ConLD,11932,1Story,2007.0
2.5,4.0,1.0,2777.0,185000.0,WD,9120,2Story,1974.0
2.5,3.0,1.0,2311.0,146000.0,WD,2280,2Story,1978.0
2.0,3.0,1.0,2936.0,224000.0,WD,14778,1Story,1954.0
1.0,3.0,1.0,1788.0,129000.0,WD,8724,1Story,1968.0
3.0,0.0,0.0,2456.0,108959.0,WD,12900,SFoyer,1969.0
2.5,2.0,1.0,2792.0,194000.0,WD,16157,SLvl,1978.0
2.0,3.0,0.0,3004.0,233170.0,New,9541,1Story,2009.0
2.0,3.0,0.0,3388.0,245350.0,WD,10475,1Story,2008.0
3.5,3.0,1.0,2630.0,173000.0,WD,10852,2Story,2000.0
2.0,4.0,2.0,3235.0,235000.0,WD,13728,2Story,1935.0
4.5,4.0,1.0,5557.0,625000.0,WD,35760,2Story,1995.0
2.0,3.0,1.0,2214.0,171000.0,WD,9880,SLvl,1977.0
2.0,3.0,1.0,2522.0,163000.0,WD,9120,1Story,1958.0
2.5,2.0,0.0,1875.0,171900.0,WD,4017,2Story,2006.0
3.0,3.0,1.0,4684.0,200500.0,WD,18030,1.5Fin,1946.0
2.5,4.0,1.0,3297.0,239000.0,WD,16560,2Story,1932.0
2.5,4.0,1.0,4555.0,285000.0,WD,10678,1.5Fin,1992.0
2.0,3.0,0.0,1799.0,119500.0,WD,6951,1Story,1984.0
1.0,3.0,0.0,2042.0,115000.0,WD,3950,1.5Fin,1926.0
1.5,3.0,1.0,2074.0,154900.0,WD,7681,1.5Fin,1921.0
1.0,3.0,1.0,1124.0,93000.0,WD,8335,1Story,1954.0
2.5,4.0,0.0,3730.0,250000.0,WD,11170,2Story,1990.0
3.5,2.0,1.0,3252.0,392500.0,New,5587,1Story,2008.0
4.5,4.0,2.0,6872.0,745000.0,WD,15623,2Story,1996.0
2.0,2.0,1.0,2250.0,120000.0,WD,10800,1Story,1920.0
2.5,3.0,2.0,3144.0,186700.0,WD,35133,1Story,1963.0
2.0,4.0,0.0,2005.0,104900.0,WD,9738,1.5Fin,1924.0
3.0,3.0,0.0,2677.0,95000.0,WD,10615,2Story,1900.0
3.0,2.0,1.0,3248.0,262000.0,WD,12461,1Story,1994.0
2.5,3.0,0.0,2491.0,195000.0,WD,8935,2Story,2002.0
2.5,3.0,1.0,2798.0,189000.0,WD,7500,2Story,1999.0
2.0,3.0,1.0,2871.0,168000.0,WD,32463,1Story,1961.0
2.5,2.0,0.0,2217.0,174000.0,WD,2645,2Story,1999.0
1.0,3.0,0.0,2174.0,125000.0,WD,9600,1.5Fin,1925.0
3.0,2.0,0.0,2448.0,165000.0,WD,4500,1Story,1999.0
1.5,4.0,0.0,2015.0,158000.0,WD,9364,2Story,1969.0
2.5,3.0,0.0,2184.0,176000.0,WD,8029,2Story,2005.0
2.5,4.0,1.0,2742.0,219210.0,New,14054,2Story,2006.0
1.0,3.0,1.0,2505.0,144000.0,ConLw,8850,2.5Unf,1916.0
2.0,3.0,0.0,2424.0,178000.0,WD,9100,1Story,2001.0
1.5,3.0,1.0,2433.0,148000.0,WD,11235,1Story,1963.0
1.0,3.0,0.0,1728.0,116050.0,Oth,9353,1Story,1970.0
2.5,3.0,0.0,2645.0,197900.0,WD,10400,2Story,1998.0
2.0,3.0,1.0,2232.0,117000.0,WD,6000,1.5Fin,1925.0
2.0,3.0,1.0,3260.0,213000.0,WD,9750,1Story,2000.0
2.5,3.0,0.0,2130.0,153500.0,WD,10140,1Story,1975.0
2.0,3.0,1.0,4354.0,271900.0,WD,14684,1Story,1990.0
2.0,2.0,0.0,2112.0,107000.0,WD,8900,1Story,1966.0
3.0,3.0,0.0,3382.0,200000.0,WD,9135,1Story,2003.0
2.0,3.0,0.0,2214.0,140000.0,WD,7763,1Story,1962.0
3.0,3.0,1.0,3320.0,290000.0,New,10182,1Story,2006.0
2.5,3.0,1.0,2900.0,189000.0,WD,11218,2Story,1992.0
2.0,4.0,0.0,2311.0,164000.0,WD,12134,1.5Fin,1988.0
2.0,2.0,0.0,1344.0,113000.0,WD,9340,1Story,1941.0
1.5,0.0,0.0,1608.0,145000.0,WD,10246,SLvl,1965.0
2.0,3.0,0.0,1924.0,134500.0,WD,10205,SFoyer,1962.0
1.0,3.0,0.0,1788.0,125000.0,WD,7094,1Story,1966.0
2.0,4.0,0.0,1902.0,112000.0,WD,8930,1.5Fin,1978.0
3.0,3.0,0.0,2614.0,229456.0,New,8640,1Story,2009.0
1.0,2.0,0.0,912.0,80500.0,WD,6240,1.5Fin,1947.0
1.5,3.0,0.0,1890.0,91500.0,WD,1680,2Story,1971.0
1.0,2.0,0.0,1824.0,115000.0,WD,7800,1Story,1964.0
1.0,3.0,1.0,2163.0,134000.0,WD,8250,1Story,1968.0
2.0,3.0,1.0,2886.0,143000.0,WD,10496,1.5Fin,1949.0
2.0,4.0,0.0,4272.0,137900.0,WD,10680,1Story,1951.0
3.5,3.0,1.0,2278.0,184000.0,WD,15384,2Story,2004.0
1.5,3.0,0.0,1726.0,145000.0,WD,10482,SLvl,1958.0
2.5,4.0,1.0,2827.0,214000.0,WD,14598,2Story,2007.0
2.0,2.0,0.0,1824.0,147000.0,WD,8872,1Story,1965.0
2.5,1.0,1.0,3404.0,367294.0,New,8769,1Story,2008.0
2.0,4.0,0.0,2582.0,127000.0,WD,7910,SLvl,1960.0
3.0,4.0,1.0,3981.0,190000.0,WD,18890,1.5Fin,1977.0
2.0,3.0,0.0,2296.0,132500.0,WD,7728,SLvl,1962.0
2.0,2.0,0.0,1224.0,101800.0,WD,9842,1Story,1962.0
2.0,3.0,0.0,2376.0,142000.0,COD,12160,1Story,1959.0
1.5,4.0,0.0,2904.0,130000.0,WD,8525,2Story,1911.0
1.5,4.0,0.0,2531.0,138887.0,WD,13132,2Story,1914.0
2.5,2.0,0.0,2390.0,175500.0,WD,2628,2Story,2003.0
2.5,4.0,1.0,2795.0,195000.0,WD,12393,2Story,2004.0
1.5,3.0,0.0,2282.0,142500.0,WD,13072,1Story,2005.0
2.0,2.0,1.0,2960.0,265900.0,WD,9037,1Story,2006.0
3.5,3.0,0.0,2652.0,224900.0,WD,8158,2Story,2003.0
2.0,3.0,0.0,3378.0,248328.0,New,9849,1Story,2007.0
3.0,3.0,2.0,2226.0,170000.0,WD,10625,SFoyer,1974.0
3.5,2.0,1.0,4152.0,465000.0,New,13891,1Story,2006.0
1.0,3.0,2.0,2309.0,230000.0,WD,11435,2Story,1929.0
3.5,3.0,1.0,2453.0,178000.0,WD,12090,SLvl,1984.0
2.5,3.0,0.0,2309.0,186500.0,New,8125,2Story,2005.0
2.0,3.0,0.0,2046.0,169900.0,WD,12328,SLvl,1976.0
1.5,3.0,1.0,2793.0,129500.0,WD,9600,2.5Unf,1917.0
1.0,3.0,0.0,1864.0,119000.0,WD,7200,1Story,1950.0
3.5,3.0,2.0,4220.0,244000.0,WD,11160,1Story,1968.0
2.0,2.0,1.0,2810.0,171750.0,WD,3136,1Story,2003.0
2.0,3.0,0.0,1738.0,130000.0,WD,9858,1Story,1968.0
3.5,3.0,2.0,3359.0,294000.0,WD,17542,2Story,1974.0
2.5,3.0,1.0,2402.0,165400.0,WD,6931,2Story,2003.0
1.0,3.0,1.0,2251.0,127500.0,WD,6240,1.5Fin,1931.0
3.0,2.0,1.0,3973.0,301500.0,WD,14303,1Story,1994.0
1.0,2.0,0.0,1728.0,99900.0,WD,4060,1Story,1922.0
3.0,2.0,0.0,2022.0,190000.0,WD,9587,SLvl,2005.0
2.5,3.0,0.0,2108.0,151000.0,WD,9750,1Story,1969.0
2.5,3.0,1.0,2516.0,181000.0,WD,24682,2Story,1999.0
1.0,2.0,0.0,2100.0,128900.0,WD,9600,1Story,1956.0
2.0,5.0,2.0,2892.0,161500.0,WD,11250,1.5Fin,1957.0
1.0,3.0,1.0,2588.0,180500.0,WD,13515,2Story,1919.0
3.0,2.0,0.0,2742.0,181000.0,COD,4060,1Story,1998.0
3.5,3.0,0.0,2143.0,183900.0,WD,3735,2Story,1999.0
1.5,4.0,1.0,2814.0,122000.0,WD,10120,2.5Unf,1910.0
2.0,3.0,1.0,4020.0,378500.0,WD,13214,1Story,2008.0
3.5,4.0,2.0,4175.0,381000.0,WD,14100,1.5Fin,1935.0
1.5,3.0,0.0,2398.0,144000.0,WD,11344,1.5Fin,1958.0
2.5,0.0,1.0,2856.0,260000.0,WD,23595,1Story,1979.0
2.0,3.0,1.0,2978.0,185750.0,WD,9156,1Story,1968.0
2.0,3.0,0.0,1870.0,137000.0,WD,13526,1Story,1965.0
2.0,2.0,1.0,2376.0,177000.0,WD,11512,SLvl,1959.0
2.0,3.0,1.0,1911.0,139000.0,WD,5362,1.5Fin,1910.0
2.0,4.0,0.0,2848.0,137000.0,WD,11345,2Story,1948.0
2.0,3.0,1.0,2118.0,162000.0,WD,12936,2Story,1972.0
2.5,3.0,1.0,3404.0,197900.0,WD,17871,SLvl,1967.0
3.5,3.0,1.0,3159.0,237000.0,WD,9473,2Story,2002.0
1.0,2.0,0.0,1826.0,68400.0,COD,7500,1.5Fin,1920.0
3.0,3.0,0.0,3146.0,227000.0,WD,9808,1Story,2002.0
3.0,2.0,1.0,2648.0,180000.0,WD,8049,1Story,1990.0
2.0,3.0,0.0,2080.0,150500.0,WD,8800,1Story,1977.0
3.0,4.0,0.0,2736.0,139000.0,WD,9400,2Story,1971.0
2.0,4.0,1.0,3251.0,169000.0,WD,9638,1.5Fin,1919.0
1.0,4.0,1.0,2192.0,132500.0,WD,6000,1.5Fin,1939.0
2.5,3.0,2.0,2656.0,143000.0,WD,9790,1Story,1963.0
2.5,4.0,0.0,3206.0,190000.0,WD,36500,1Story,1964.0
3.0,2.0,1.0,3160.0,278000.0,WD,5664,1Story,2000.0
2.5,3.0,1.0,3055.0,281000.0,New,11065,2Story,2006.0
2.0,3.0,1.0,2304.0,180500.0,WD,14112,SLvl,1964.0
2.5,3.0,0.0,1932.0,119500.0,WD,1680,2Story,1972.0
2.0,4.0,0.0,3366.0,107500.0,WD,6600,2Story,1892.0
2.5,4.0,1.0,2496.0,162900.0,WD,10140,2Story,1976.0
2.0,2.0,0.0,1728.0,115000.0,WD,8172,1Story,1955.0
2.5,3.0,0.0,2104.0,138500.0,WD,8400,1Story,1968.0
3.0,3.0,0.0,2248.0,155000.0,WD,8700,1Story,1963.0
3.0,2.0,0.0,1619.0,140000.0,New,3675,SFoyer,2005.0
4.5,3.0,3.0,11752.0,160000.0,New,63887,2Story,2008.0
2.5,3.0,0.0,2492.0,154000.0,WD,7500,1Story,1959.0
2.5,3.0,1.0,2961.0,225000.0,WD,10762,2Story,1999.0
1.0,3.0,2.0,2265.0,177500.0,WD,7500,2Story,1942.0
3.5,4.0,1.0,3691.0,290000.0,WD,10120,2Story,1994.0
2.0,3.0,0.0,3232.0,232000.0,WD,8688,1Story,2005.0
2.0,3.0,0.0,2684.0,130000.0,WD,3363,2Story,2004.0
3.0,2.0,2.0,3304.0,325000.0,WD,13173,1Story,2006.0
2.0,2.0,1.0,2736.0,202500.0,New,6955,1Story,2005.0
2.0,3.0,0.0,1980.0,138000.0,WD,8072,1Story,1994.0
2.0,2.0,0.0,2046.0,147000.0,WD,12000,1Story,1948.0
3.0,3.0,0.0,2572.0,179200.0,WD,7153,1Story,1991.0
3.0,3.0,2.0,3804.0,335000.0,WD,17500,1Story,1959.0
3.0,3.0,0.0,2548.0,203000.0,New,8814,1Story,2005.0
2.5,4.0,1.0,4263.0,302000.0,WD,9572,2Story,1990.0
2.5,4.0,1.0,3992.0,333168.0,WD,14774,2Story,1999.0
2.0,3.0,1.0,1896.0,119000.0,WD,8190,1Story,1954.0
2.5,4.0,2.0,3064.0,206900.0,WD,11075,2Story,1969.0
3.0,3.0,1.0,3252.0,295493.0,WD,10226,1Story,2008.0
2.0,2.0,1.0,2704.0,208900.0,New,4230,1Story,2006.0
2.0,3.0,1.0,3540.0,275000.0,WD,14781,1Story,2001.0
1.0,3.0,0.0,1812.0,111000.0,WD,10215,1Story,1954.0
2.5,3.0,2.0,2956.0,156500.0,WD,8400,1Story,1957.0
1.0,2.0,0.0,720.0,72500.0,WD,6627,1Story,1949.0
3.5,3.0,1.0,2673.0,190000.0,WD,10186,2Story,1992.0
1.0,2.0,0.0,1128.0,82500.0,WD,5330,1Story,1940.0
2.0,2.0,1.0,3590.0,147000.0,New,9986,1Story,2006.0
1.0,2.0,0.0,1592.0,55000.0,WD,3636,1Story,1922.0
1.0,3.0,0.0,1318.0,79000.0,WD,4270,1Story,1931.0
1.5,3.0,1.0,1632.0,130500.0,WD,6600,1Story,1982.0
2.0,5.0,2.0,4302.0,256000.0,WD,10440,1.5Fin,1920.0
2.5,3.0,1.0,2567.0,176500.0,WD,9084,2Story,1998.0
2.0,3.0,1.0,3176.0,227000.0,WD,10000,1Story,2006.0
1.0,3.0,0.0,1865.0,132500.0,WD,10780,SLvl,1976.0
2.0,2.0,1.0,1632.0,100000.0,WD,8877,1Story,1938.0
1.5,2.0,0.0,2163.0,125500.0,WD,7200,1.5Fin,1938.0
1.5,3.0,0.0,2130.0,125000.0,WD,2368,2Story,1970.0
2.5,2.0,1.0,2684.0,167900.0,WD,9650,1Story,1977.0
2.0,4.0,0.0,3312.0,135000.0,WD,9246,1Story,1973.0
1.0,2.0,0.0,1386.0,52500.0,WD,4118,1Story,1941.0
3.5,3.0,0.0,2777.0,200000.0,WD,13450,2Story,2002.0
1.0,3.0,0.0,1728.0,128500.0,WD,9560,1Story,1972.0
1.0,3.0,0.0,1730.0,123000.0,WD,8294,1Story,1971.0
2.0,3.0,0.0,2228.0,155000.0,WD,13695,1Story,2003.0
2.5,3.0,1.0,3453.0,228500.0,WD,9375,2Story,2002.0
1.5,3.0,1.0,2809.0,177000.0,WD,7558,1.5Fin,1928.0
2.5,3.0,1.0,2184.0,155835.0,New,11103,2Story,2006.0
1.0,2.0,0.0,1920.0,108500.0,WD,6000,1Story,1920.0
2.0,3.0,1.0,3724.0,262500.0,WD,20781,1Story,1968.0
3.0,3.0,1.0,3508.0,283463.0,New,15306,1Story,2006.0
3.0,3.0,1.0,2976.0,215000.0,WD,16196,1Story,1998.0
2.0,4.0,0.0,3042.0,122000.0,WD,5250,2Story,1872.0
4.5,6.0,0.0,3882.0,200000.0,WD,11643,2Story,1969.0
1.5,4.0,1.0,2574.0,171000.0,WD,9247,2Story,1962.0
1.0,2.0,0.0,1874.0,134900.0,WD,6000,1.5Fin,1937.0
3.5,4.0,1.0,5271.0,410000.0,WD,14720,1.5Fin,1995.0
3.5,3.0,1.0,2857.0,235000.0,WD,10316,2Story,2000.0
3.0,4.0,1.0,2490.0,170000.0,WD,10192,SLvl,1968.0
1.0,3.0,0.0,1756.0,110000.0,WD,9477,1Story,1966.0
2.5,3.0,1.0,2156.0,149900.0,WD,12537,1Story,1971.0
2.5,3.0,0.0,2329.0,177500.0,WD,2117,2Story,2000.0
3.0,3.0,1.0,3960.0,315000.0,WD,16737,1Story,2004.0
3.5,4.0,0.0,3213.0,189000.0,WD,9842,2Story,1921.0
3.0,3.0,1.0,3060.0,260000.0,WD,16158,1Story,2005.0
2.0,4.0,1.0,2453.0,104900.0,WD,12513,1.5Fin,1920.0
2.5,3.0,1.0,2028.0,156932.0,New,8499,2Story,2006.0
2.5,2.0,0.0,1800.0,144152.0,WD,3180,2Story,2005.0
3.5,3.0,0.0,2488.0,216000.0,WD,7500,2Story,2000.0
3.5,3.0,0.0,2663.0,193000.0,WD,9179,2Story,1999.0
2.0,4.0,1.0,2232.0,127000.0,WD,2665,2Story,1977.0
2.0,1.0,0.0,1696.0,144000.0,WD,4435,1Story,2003.0
3.0,3.0,1.0,3325.0,232000.0,WD,10635,1Story,2003.0
1.0,2.0,0.0,2214.0,105000.0,WD,5400,1.5Fin,1920.0
2.0,3.0,1.0,2653.0,165500.0,WD,9600,SLvl,1955.0
3.5,3.0,1.0,3205.0,274300.0,WD,9750,2Story,1998.0
3.5,2.0,2.0,5266.0,466500.0,WD,11400,1Story,2001.0
2.5,3.0,1.0,2984.0,250000.0,WD,10625,2Story,2005.0
2.0,3.0,1.0,3142.0,239000.0,New,10991,1Story,2007.0
1.0,2.0,0.0,1558.0,91000.0,WD,6292,1Story,1930.0
2.0,3.0,0.0,2588.0,117000.0,WD,10998,1.5Fin,1941.0
1.5,2.0,0.0,1470.0,83000.0,WD,1953,2Story,1973.0
2.5,3.0,0.0,1778.0,167500.0,WD,9735,SLvl,2006.0
2.0,2.0,0.0,1728.0,58500.0,WD,8212,1Story,1914.0
2.5,4.0,2.0,3322.0,237500.0,WD,12925,1Story,1970.0
2.5,4.0,0.0,2358.0,157000.0,WD,7200,2Story,1920.0
2.0,3.0,0.0,2232.0,112000.0,WD,25339,1Story,1918.0
1.0,2.0,0.0,1818.0,105000.0,WD,9060,1.5Fin,1939.0
2.0,3.0,0.0,1950.0,125500.0,WD,5436,1.5Fin,1922.0
4.5,5.0,2.0,4176.0,250000.0,WD,16692,2Story,1978.0
2.0,5.0,1.0,3240.0,136000.0,CWD,8520,1.5Fin,1916.0
3.0,3.0,2.0,3492.0,377500.0,WD,14892,1Story,2006.0
1.5,3.0,1.0,1953.0,131000.0,WD,6000,1.5Fin,1941.0
3.0,3.0,0.0,3050.0,235000.0,WD,9100,1Story,2000.0
2.0,4.0,0.0,3168.0,124000.0,WD,8944,1Story,1967.0
2.0,3.0,1.0,1764.0,123000.0,WD,7838,SFoyer,1967.0
2.0,3.0,1.0,2394.0,163000.0,WD,10800,1.5Fin,1905.0
3.0,2.0,1.0,2856.0,246578.0,New,4045,1Story,2006.0
2.5,4.0,1.0,3576.0,281213.0,WD,12665,2Story,2005.0
2.0,3.0,2.0,2434.0,160000.0,WD,57200,1Story,1948.0
1.5,4.0,0.0,2452.0,137500.0,WD,6120,2Story,1920.0
2.5,3.0,0.0,3112.0,138000.0,WD,7200,1.5Fin,1950.0
2.5,3.0,1.0,2584.0,137450.0,WD,6171,1.5Fin,1925.0
1.0,3.0,1.0,2020.0,120000.0,WD,6000,1.5Fin,1929.0
3.5,3.0,1.0,2432.0,193000.0,WD,7415,2Story,2004.0
2.0,2.0,1.0,2580.0,193879.0,New,6762,1Story,2006.0
3.0,3.0,0.0,2949.0,282922.0,WD,15256,1Story,2007.0
1.0,3.0,0.0,1886.0,105000.0,WD,10410,1.5Fin,1915.0
3.5,2.0,1.0,3240.0,275000.0,WD,3842,1Story,2004.0
2.0,2.0,0.0,1536.0,133000.0,WD,8445,SFoyer,1972.0
2.0,3.0,0.0,1666.0,112000.0,WD,8780,1Story,1985.0
1.0,3.0,0.0,1985.0,125500.0,WD,7740,2Story,1910.0
2.5,3.0,1.0,2884.0,215000.0,WD,20544,2Story,1986.0
3.5,3.0,0.0,2784.0,230000.0,WD,12420,2Story,2001.0
1.5,3.0,0.0,2524.0,140000.0,WD,9600,1.5Fin,1950.0
2.0,2.0,0.0,1040.0,90000.0,WD,7200,1Story,1949.0
3.0,2.0,1.0,3688.0,257000.0,COD,10994,1Story,2005.0
1.5,4.0,1.0,2681.0,207000.0,WD,13053,1.5Fin,1923.0
2.5,1.0,1.0,2955.0,175900.0,WD,3635,1Story,2007.0
2.0,4.0,0.0,3067.0,122500.0,WD,11340,2Story,1885.0
3.5,3.0,1.0,3734.0,340000.0,WD,16545,2Story,1998.0
2.5,3.0,0.0,2288.0,124000.0,COD,9204,1Story,1963.0
3.0,3.0,1.0,3688.0,223000.0,WD,16381,1Story,1969.0
2.5,3.0,1.0,2124.0,179900.0,WD,11700,2Story,1968.0
2.0,2.0,1.0,2138.0,127500.0,WD,4043,1Story,1977.0
2.0,1.0,0.0,1696.0,136500.0,WD,4435,1Story,2003.0
2.0,4.0,1.0,2898.0,274970.0,WD,19690,SLvl,1966.0
2.0,2.0,1.0,2368.0,144000.0,WD,9503,1Story,1958.0
1.0,3.0,0.0,2504.0,142000.0,WD,10721,1Story,1959.0
3.5,3.0,2.0,3350.0,271000.0,WD,10944,2Story,1994.0
2.5,3.0,1.0,2471.0,140000.0,WD,10930,1.5Fin,1945.0
2.0,2.0,2.0,1592.0,119000.0,WD,7200,1Story,1940.0
2.0,3.0,1.0,2880.0,182900.0,WD,12546,1Story,1981.0
2.5,4.0,1.0,2570.0,192140.0,WD,21930,2Story,2005.0
2.0,2.0,0.0,1916.0,143750.0,WD,4928,1Story,1976.0
2.0,4.0,0.0,1624.0,64500.0,WD,10800,1Story,1927.0
3.5,3.0,1.0,2728.0,186500.0,WD,10261,2Story,2000.0
3.0,3.0,1.0,2252.0,160000.0,WD,17400,1Story,1977.0
2.5,3.0,1.0,2856.0,174000.0,COD,8400,1Story,1962.0
1.0,3.0,0.0,1728.0,120500.0,WD,9000,1Story,1971.0
3.0,2.0,1.0,3864.0,394617.0,New,12444,1Story,2008.0
2.0,2.0,0.0,2148.0,149700.0,WD,7407,1Story,1957.0
2.5,3.0,1.0,2264.0,197000.0,WD,11584,SLvl,1979.0
2.0,3.0,1.0,3143.0,191000.0,WD,11526,2.5Fin,1922.0
2.0,1.0,1.0,1696.0,149300.0,WD,4426,1Story,2004.0
3.5,3.0,1.0,3024.0,310000.0,WD,11003,2Story,2008.0
1.0,2.0,1.0,1904.0,121000.0,WD,8854,1.5Unf,1916.0
2.0,3.0,0.0,2844.0,179600.0,WD,8500,1Story,2004.0
2.0,3.0,0.0,1727.0,129000.0,WD,8400,SFoyer,1966.0
1.0,3.0,0.0,2376.0,157900.0,WD,26142,1Story,1962.0
3.5,3.0,1.0,3310.0,240000.0,WD,10000,2Story,1995.0
1.5,2.0,0.0,1906.0,112000.0,WD,11767,2Story,1910.0
2.0,1.0,0.0,1260.0,92000.0,WD,1533,SFoyer,1970.0
3.0,4.0,0.0,2688.0,136000.0,WD,9000,2Story,1974.0
2.0,3.0,1.0,3151.0,287090.0,New,9262,1Story,2008.0
2.0,2.0,0.0,1619.0,145000.0,WD,3675,SLvl,2005.0
1.0,3.0,0.0,2280.0,84500.0,WD,17217,1Story,2006.0
3.0,2.0,0.0,2442.0,185000.0,WD,7500,1Story,2004.0
2.5,3.0,1.0,2600.0,175000.0,WD,7917,2Story,1999.0
3.0,3.0,2.0,3615.0,210000.0,WD,13175,1Story,1978.0
2.0,4.0,2.0,3492.0,266500.0,WD,9042,2Story,1941.0
2.0,2.0,0.0,2156.0,142125.0,WD,9717,1Story,1950.0
2.5,3.0,0.0,2512.0,147500.0,WD,9937,1Story,1965.0
3.0,3.0,,,795000.0,Short Sale,2371,,
3.0,4.0,,,399000.0,Short Sale,2818,,
3.0,4.0,,,545000.0,Short Sale,3032,,
4.0,4.0,,,909000.0,Short Sale,3540,,
1.0,3.0,,,109900.0,Short Sale,1249,,
3.0,3.0,,,324900.0,Short Sale,1800,,
2.0,4.0,,,192900.0,Short Sale,1603,,
2.0,3.0,,,215000.0,Short Sale,1450,,
3.0,4.0,,,999000.0,Short Sale,3360,,
2.0,3.0,,,319000.0,Short Sale,1323,,
2.0,3.0,,,350000.0,Short Sale,1750,,
2.0,3.0,,,249000.0,Short Sale,1400,,
2.0,2.0,,,299000.0,Short Sale,1257,,
2.0,3.0,,,235900.0,Short Sale,1400,,
2.0,3.0,,,348000.0,Short Sale,1600,,
3.0,4.0,,,314000.0,Short Sale,1794,,
2.0,4.0,,,399000.0,Short Sale,1850,,
3.0,3.0,,,599000.0,Short Sale,2950,,
2.0,3.0,,,299000.0,Short Sale,1719,,
3.0,3.0,,,425000.0,Short Sale,1472,,
3.0,4.0,,,1100000.0,Short Sale,4168,,
3.0,3.0,,,1500000.0,Short Sale,3880,,
1.0,2.0,,,110000.0,Short Sale,1000,,
2.0,3.0,,,200000.0,Short Sale,1139,,
1.0,3.0,,,134900.0,Short Sale,1080,,
3.0,4.0,,,250000.0,Short Sale,2000,,
4.0,3.0,,,950000.0,Short Sale,1920,,
2.0,4.0,,,239950.0,Short Sale,1348,,
2.0,3.0,,,170000.0,Short Sale,1280,,
2.0,3.0,,,285000.0,Short Sale,2400,,
3.0,3.0,,,279000.0,Short Sale,1700,,
2.0,3.0,,,219000.0,Short Sale,1600,,
2.0,3.0,,,155000.0,Short Sale,1050,,
2.0,3.0,,,389000.0,Short Sale,1415,,
1.0,3.0,,,340000.0,Short Sale,1110,,
1.0,2.0,,,95000.0,Short Sale,797,,
2.0,2.0,,,140000.0,Short Sale,1100,,
3.0,3.0,,,1100000.0,Short Sale,2602,,
3.0,4.0,,,360000.0,Short Sale,2351,,
3.0,3.0,,,415000.0,Short Sale,1350,,
2.0,4.0,,,250000.0,Short Sale,1206,,
